CCAA;Ciudad;Universidad;Grupo;URL grupo;Nombre y Apellidos;Posición;Afiliación;Genero;Año de la primera publicación;Documentos por autor (1er tema al que más ha contribuido) en Scopus;1er tema al que el autor ha contribuido más en Scopus entre 2017–2021;Impacto de las citas ponderado por 1er tema;Documentos por autor (2do tema al que más ha contribuido) en Scopus;2do tema al que el autor ha contribuido más en Scopus entre 2017–2021;Impacto de las citas ponderado por 2do tema;ScopusID;ScopusID URL;WOS ResearcherID;Orcid;GoogleScholar;Balz;Citaciones GS;h-index GS;i10-index GS;Citaciones desde 2018 GS;h-index desde 2018 GS;i10-index desde 2018;Citaciones Scopus;Documentos citados Scopus;h-index Scopus;Numero de documentos Scopus;co-autores Scopus;Scopus tot citations / tot coauthors;Mean H-index Scopus-Google;Mean citations Scopus-Google
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software/ Networks Institutes;;;Plantilla:;11;Mujeres:;1;1;;"Privacy Preserving; Randomized Response; Differential Privacy; Malware; Obfuscation; Binary Codes; Bitcoin; Ethereum; Internet Of Things; Obfuscation; Encryption; Modular Exponentiation; Electronic Voting; Security Protocols; Cryptography; Malware; Obfuscation; Binary Codes; Side Channel Attacks; Attack; Cache; Separation Logic; Computer Circuits; Proof Search; Android; Permission; Drebrins; Side Channel Attacks; Attack; Cache; Side Channel Attacks; Attack; Cache; Separation Logic; Computer Circuits; Proof Search; Web Tracking; Fingerprinting; Online Advertising; Prolog (Programming Language); Computer Circuits; Operational Semantics; Location-Based Service; K-Anonymity; Anonymization; Obfuscation; Encryption; Modular Exponentiation; Access Control; Encryption; Diffie-Hellman; Wait-Free; Data Structure; Mutual Exclusion; Side Channel Attacks; Attack; Cache; Attack; Scripting; Web Application; Compilers; Programming Language; Symbolic Execution; Side Channel Attacks; Attack; Cache; Electronic Voting; Security Protocols; Cryptography; Electronic Voting; Security Protocols; Cryptography; Android; Permission; Drebrins; Android; Permission; Drebrins";1,62;;"Electronic Voting; Security Protocols; Cryptography; Android; Permission; Drebrins; Authentication; Electronic Cash; Revocation; Network Protocol; Secure Multi-Party Computation; Privacy Preserving; Signcryption; Signature Scheme; Identity-Based Encryption; Malware; Network Security; Background Radiation; Noninterference; Information Flow; Taint; Inference; Supermartingale; Denotational Semantics; Web Tracking; Fingerprinting; Online Advertising; Privacy Preserving; Randomized Response; Differential Privacy; Wait-Free; Data Structure; Mutual Exclusion; Border Gateway Protocol; Topology; Routing; Side Channel Attacks; Attack; Cache; Anonymous Networks; Network Security; Traffic Analysis; Bitcoin; Ethereum; Internet Of Things; Obfuscation; Encryption; Modular Exponentiation; Noninterference; Information Flow; Taint; Attack; Ransom; Firmware; Side Channel Attacks; Attack; Cache; Attack; Malware; Virtual Machine; Privacy Preserving; Randomized Response; Differential Privacy; Masking; Differential Power Analysis; Block Ciphers; Cyberbullying; Hate Speech; Social Networking; Censorship; Vantage Point; Internets";1,55;;;;;;;;;;;;;956;;14;39;;17;16;1551
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;Juan Manuel Estevez Tapiador;Catedrático;;;2003;7;"Android; Permission; Drebrins";1,46;2;"Body Sensor Networks; Key Agreement; Delivery Of Health Care";1,42;57219182184;https://www.scopus.com/authid/detail.uri?authorId=57219182184;GCD-5471-2022;https://orcid.org/0000-0002-4573-3967;https://scholar.google.com/citations?hl=en&user=HtKFCtMAAAAJ;;6755;38;98;2874;27;56;3164;2522;29;129;112;28;33,5;4959,5
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;Arturo Ribagorda Garnacho;Catedrático;;;1997;2;"User Authentication; Smartphone; Touch Screens";1,44;1;"Attack; Wi-Fi; Denial-Of-Service Attack";0,85;6603362672;https://www.scopus.com/authid/detail.uri?authorId=6603362672;FVB-4860-2022;not found;https://scholar.google.com/citations?hl=en&user=0q4BhD8AAAAJ;;4265;26;61;1173;16;20;1868;1498;17;109;58;32;21,5;3066,5
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;Pedro Peris Lopez;Titular;;;2006;5;"Body Sensor Networks; Key Agreement; Delivery Of Health Care";1,42;2;"Key Agreement; Health Smart Cards; Multi-Server";1,49;15020997800;https://www.scopus.com/authid/detail.uri?authorId=15020997800;AAB-1090-2019;https://orcid.org/0000-0001-6943-0760;https://scholar.google.com/citations?hl=en&user=pTN1gA8AAAAJ;;5708;35;87;2265;24;50;2928;2168;27;110;72;41;31;4318
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;Lorena González Manzano;Titular;;1;2012;5;"User Authentication; Smartphone; Touch Screens";1,44;2;"Bitcoin; Ethereum; Internet Of Things";2,57;55440727300;https://www.scopus.com/authid/detail.uri?authorId=55440727300;AAB-2258-2019;https://orcid.org/0000-0002-3490-621X;https://scholar.google.com/citations?user=HUrjDlgAAAAJ&hl=en&oi=ao;;742;18;24;636;16;21;479;439;14;38;45;11;16;610,5
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;Ana Isabel González-Tablas;Assistant Professor;;1;2001;1;"Classroom; Blended Learning; General Chemistry";1,26;1;"Game-Based Learning; Educational Games; Serious Game";0,85;6506795860;https://www.scopus.com/authid/detail.uri?authorId=6506795860;H-3175-2015;https://orcid.org/0000-0002-6259-8955;https://scholar.google.com/citations?hl=en&user=c4eSKuMAAAAJ;;672;12;17;250;7;6;278;267;10;39;30;9;11;475
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;Carmen Cámara Nuñez;Assistant Professor;;1;2015;1;"Bitcoin; Ethereum; Internet Of Things";2,57;1;"Network Security; Location Privacy; Revocation";1,72;56414371100;https://www.scopus.com/authid/detail.uri?authorId=56414371100;E-2572-2015;https://orcid.org/0000-0002-2728-8724;https://scholar.google.com/citations?hl=en&user=Y67oLEwAAAAJ;;733;12;14;651;12;14;467;433;10;21;36;13;11;600
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Computer Security Lab - COSEC;https://researchportal.uc3m.es/display/grp2259;José María de Fuentes;Titular;;;2008;5;"User Authentication; Smartphone; Touch Screens";1,44;3;"Android; Permission; Drebrins";1,46;24512079900;https://www.scopus.com/authid/detail.uri?authorId=24512079900;B-8266-2011;https://orcid.org/0000-0002-4023-3197;https://scholar.google.com/citations?hl=en&user=eBt__HMAAAAJ;;1082;20;33;766;17;26;537;514;14;47;51;11;17;809,5
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;Telematic Applications and Services Group - GAST;https://researchportal.uc3m.es/display/grp2269;Daniel Díaz Sánchez;Titular;;;2006;2;"Edge Computing; Internet Of Things; Location Awareness";2,25;2;"Blockchain; Revocation; Ethereum";1,39;23011378500;https://www.scopus.com/authid/detail.uri?authorId=23011378500;M-1190-2014;https://orcid.org/0000-0002-3323-6453;https://scholar.google.com/citations?user=wGfXakIAAAAJ&hl=es;;5259;32;97;2618;22;45;737;665;12;79;71;10;22;2998
Comunidad de Madrid;Canterbury, Reino Unido;University of Kent;;;Julio Hernandez-Castro;Professor;Assistant ProfessorUC3M;;2003;5;"Digital Image; Tampering; Discrete Cosine Transforms";1,19;4;"Computer Security; Ransom; Extortion";1,35;12241916500;https://www.scopus.com/authid/detail.uri?authorId=12241916500;FAF-0069-2022;https://orcid.org/0000-0002-6432-5328;https://scholar.google.com/citations?user=XoQAX7YAAAAJ&hl=en;;5485;32;112;1985;20;54;2255;1629;22;156;128;18;27;3870
Comunidad de Madrid;Madrid;Certik;;;Stefano Angieri;DLTs Security Expert;Doctor por UC3M;;2020;2;"Bitcoin; Ethereum; Internet Of Things";2,57;0;NA;0;57210576181;https://www.scopus.com/authid/detail.uri?authorId=57210576181;DWX-2989-2022;https://orcid.org/0000-0001-8005-0638;not found;;not found;not found;not found;not found;not found;not found;9;9;1;3;8;1;1;9
Comunidad de Madrid;Leganés, Madrid;Universidad Carlos III;;;Plantilla:;9;Mujeres:;3;;1;"Android; Permission; Drebrins; User Authentication; Smartphone; Touch Screens; Body Sensor Networks; Key Agreement; Delivery Of Health Care; User Authentication; Smartphone; Touch Screens; Classroom; Blended Learning; General Chemistry; Bitcoin; Ethereum; Internet Of Things; User Authentication; Smartphone; Touch Screens; Edge Computing; Internet Of Things; Location Awareness; Digital Image; Tampering; Discrete Cosine Transforms; Bitcoin; Ethereum; Internet Of Things";1,70;;"Body Sensor Networks; Key Agreement; Delivery Of Health Care; Attack; Wi-Fi; Denial-Of-Service Attack; Key Agreement; Health Smart Cards; Multi-Server; Bitcoin; Ethereum; Internet Of Things; Game-Based Learning; Educational Games; Serious Game; Network Security; Location Privacy; Revocation; Android; Permission; Drebrins; Blockchain; Revocation; Ethereum; Computer Security; Ransom; Extortion";1,46;;;;;;;;;;;;;1272;;16;73;;17;19;2172
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Redes y Servicios de Telecomunicación e Internet;https://www.upm.es/observatorio/vi/index.jsp?pageac=grupo.jsp&idGrupo=263;Julio Jose Berrocal Colmenarejo;Catedrático;;;1985;1;"Intrusion Detection System; Network Security; Denial-Of-Service Attack";2,19;1;"Fog Computing; Network Protocol; Internet of Things";1,86;7003377118;https://www.scopus.com/authid/detail.uri?authorId=7003377118;AAS-1590-2020;https://orcid.org/0000-0001-6822-0921;not found;;not found;not found;not found;not found;not found;not found;430;344;10;36;44;10;10;430
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Redes y Servicios de Telecomunicación e Internet;https://www.upm.es/observatorio/vi/index.jsp?pageac=grupo.jsp&idGrupo=263;Jose Ignacio Moreno Novella;Catedrático;;;1997;8;"Communication; Power Lines; Programmable Logic Controllers";0,65;1;"Advanced Metering Infrastructures; Internet Of Things; Privacy Preserving";1,27;35611835100;https://www.scopus.com/authid/detail.uri?authorId=35611835100;L-5627-2014;https://orcid.org/0000-0002-1770-1853;https://scholar.google.com/citations?user=oSptiBIAAAAJ&hl=sr;;1846;20;35;558;11;12;974;886;15;81;196;5;17,5;1410
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Redes y Servicios de Telecomunicación e Internet;https://www.upm.es/observatorio/vi/index.jsp?pageac=grupo.jsp&idGrupo=263;Enrique Vazquez Gallo;Catedrático;;;1986;1;"Fog Computing; Network Protocol; Internet of Things";1,86;0;NA;0;57130087200;https://www.scopus.com/authid/detail.uri?authorId=57130087200;L-3167-2017;https://orcid.org/0000-0002-0475-2862;https://scholar.google.es/citations?user=8rI38UgAAAAJ&hl=es;;2531;10;11;1216;6;5;1282;1279;6;34;50;26;8;1906,5
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Redes y Servicios de Telecomunicación e Internet;https://www.upm.es/observatorio/vi/index.jsp?pageac=grupo.jsp&idGrupo=263;Victor Abraham Villagrá González;Titular;;;1995;4;"Intrusion Detection System; Network Security; Denial-Of-Service Attack        ";2,19;1;"Fog Computing; Network Protocol; Internet of Things";1,86;6603833824;https://www.scopus.com/authid/detail.uri?authorId=6603833824;L-7550-2014;https://orcid.org/0000-0002-7067-6968;https://scholar.google.com/citations?hl=en&user=kjqhtEsAAAAJ&view_op=list_works&sortby=pubdate;;1623;21;37;613;10;12;716;599;15;59;75;10;18;1169,5
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Redes y Servicios de Telecomunicación e Internet;https://www.upm.es/observatorio/vi/index.jsp?pageac=grupo.jsp&idGrupo=263;Manuel Alvarez-Campana Fernández-Corredor;Titular;;;1993;1;"Intrusion Detection System; Network Security; Denial-Of-Service Attack        ";2,19;1;"Fog Computing; Network Protocol; Internet of Things";1,86;6602947896;https://www.scopus.com/authid/detail.uri?authorId=6602947896;K-9360-2014;https://orcid.org/0000-0003-2747-9798;https://scholar.google.com/citations?user=h1k7cxIAAAAJ&hl=es;;420;10;10;200;6;4;161;155;6;27;45;4;8;290,5
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Departamento de Ingeniería de Sistemas Telemáticos;https://www.upm.es/observatorio/vi/index.jsp?pageac=investigador.jsp&idInvestigador=36412;Andrés Marín López;Titular;;;1997;3;"Blockchain; Revocation; Ethereum";1,39;1;"Edge Computing; Internet Of Things; Location Awareness";2,25;57208652438;https://www.scopus.com/authid/detail.uri?authorId=57208652438;G-3587-2013;https://orcid.org/0000-0001-9350-0669;https://scholar.google.com/citations?hl=en&user=4dX2d4gAAAAJ&view_op=list_works&sortby=pubdate;;5426;35;125;2052;19;55;884;765;15;99;111;8;25;3155
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Applied Intelligence and Data Analysis Group - AI+DA;https://aida.etsisi.upm.es/;David Camacho;Catedrático;;;2001;10;"Community Detection; Complex Network; Modularity";0,83;9;"Hidden Markov Models; Constraint Satisfaction Problems; Unmanned Aerial Vehicles";2,24;7003774102;https://www.scopus.com/authid/detail.uri?authorId=7003774102;AAV-3665-2020;https://orcid.org/0000-0002-5051-3475;https://scholar.google.com/citations?user=fpf6EDAAAAAJ&hl=en&oi=ao;;7597;37;162;5158;31;101;3569;2894;27;241;187;19;32;5583
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Applied Intelligence and Data Analysis Group - AI+DA;https://aida.etsisi.upm.es/;Alejandro Martí­n;Associate Professor;;;2015;6;"Android; Permission; Drebrins";1,46;3;"Object Detection; Deep Learning; IOU";2,6;57143182900;https://www.scopus.com/authid/detail.uri?authorId=57143182900;L-1420-2017;https://orcid.org/0000-0002-0800-7632;https://scholar.google.es/citations?user=b3J9VRsAAAAJ&hl=es;;703;14;18;684;14;17;418;340;10;32;31;13;12;560,5
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;Sistemas de tiempo real y arquitectura de servicios telemáticos (STRAST);http://web.dit.upm.es/~str/about.html;José María del Álamo Ramiro ;Titular;;;2007;6;"Software Security; Requirement Engineering; Business Process Model";0,84;1;"Decision Making; Data Storage Equipment; Collective Memory";6,32;24521864600;https://www.scopus.com/authid/detail.uri?authorId=24521864600;A-4121-2009;https://orcid.org/0000-0002-6513-0303;https://scholar.google.com/citations?user=d7t40zgAAAAJ&hl=en&oi=ao;;894;13;20;549;11;12;304;250;9;39;54;6;11;599
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;CriptoLab;https://www.upm.es/observatorio/vi/index.jsp?pageac=investigador.jsp&idInvestigador=5302;Jorge Dávila Muro;Titular;;;1999;;This author has no topics at the moment. ;;0;NA;0;7102461101;https://www.scopus.com/authid/detail.uri?authorId=7102461101;NA;https://orcid.org/0000-0002-7489-4436;NA;;0;0;0;0;0;0;165;142;4;13;12;14;4;165
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;;;Jorge Ramió Aguirre;Titular;;;2017;1;"Remote Sensing Image; Synthetic Aperture Radar; Ships";1,32;0;NA;0;57200603082;https://www.scopus.com/authid/detail.uri?authorId=57200603082;DMD-2484-2022;https://orcid.org/0000-0002-1390-3490;NA;;;;;;;;0;0;0;0;4;0;;
Comunidad de Madrid;Quito, Ecuador;Universidad de Quito;;;Richard Rivera Guevara;Lecturer;Máster y doctorado por la UPM;;2015;1;"Intrusion Detection System; Network Security; Denial-Of-Service Attack        ";2,19;1;"Fog Computing; Network Protocol; Internet of Things";1,86;57210801579;https://www.scopus.com/authid/detail.uri?authorId=57210801579;T-2425-2018;https://orcid.org/0000-0002-5702-4965;https://scholar.google.es/citations?user=RupCOUAAAAAJ&hl=es;;556;6;3;505;6;3;255;245;4;14;32;8;5;405,5
Comunidad de Madrid;Madrid;Protocol Labs;;;Luca Nizzardo;Cryptography Research Scientist;Doctor por la UPM;;2014;4;"Obfuscation; Encryption; Modular Exponentiation";1,41;2;"Bitcoin; Ethereum; Internet Of Things";2,57;56125813100;https://www.scopus.com/authid/detail.uri?authorId=56125813100;FSM-0092-2022;not found;https://scholar.google.com/citations?user=uiGPWS0AAAAJ&hl=en;;338;7;5;285;7;5;178;154;5;10;14;13;6;258
Comunidad de Madrid;Madrid;O(1) Labs;;;Anaïs Querol;Cryptography Engineer;Doctora por la UPM;1;2019;2;"Obfuscation; Encryption; Modular Exponentiation";1,41;0;NA;0;57212107390;https://www.scopus.com/authid/detail.uri?authorId=57212107390;FRN-6915-2022;https://orcid.org/0000-0002-1994-3063;https://scholar.google.es/citations?user=-g-mQXcAAAAJ&hl=es;;132;3;2;132;3;2;48;46;2;2;4;12;2,5;90
Comunidad de Madrid;Madrid;Universidad Politécnica de Madrid;;;Plantilla:;9;Mujeres:;1;;;"Intrusion Detection System; Network Security; Denial-Of-Service Attack; Communication; Power Lines; Programmable Logic Controllers; Fog Computing; Network Protocol; Internet of Things; Intrusion Detection System; Network Security; Denial-Of-Service Attack; Intrusion Detection System; Network Security; Denial-Of-Service Attack; Blockchain; Revocation; Ethereum; Community Detection; Complex Network; Modularity; Android; Permission; Drebrins; Intrusion Detection System; Network Security; Denial-Of-Service Attack; Obfuscation; Encryption; Modular Exponentiation; Obfuscation; Encryption; Modular Exponentiation; Software Security; Requirement Engineering; Business Process Model";1,62;;"Fog Computing; Network Protocol; Internet of Things; Advanced Metering Infrastructures; Internet Of Things; Privacy Preserving; Fog Computing; Network Protocol; Internet of Things; Fog Computing; Network Protocol; Internet of Things; Edge Computing; Internet Of Things; Location Awareness; Hidden Markov Models; Constraint Satisfaction Problems; Unmanned Aerial Vehicles; Object Detection; Deep Learning; IOU; Fog Computing; Network Protocol; Internet of Things; Bitcoin; Ethereum; Internet Of Things; Decision Making; Data Storage Equipment; Collective Memory";1,63;;;;;;;;;;;;;670;;9;49;;10;12;1233
Comunidad de Madrid;Madrid;ICMAT, CSIC;AXA-ICMAT Chair in Adversarial Risk Analysis;https://www.davidriosinsua.es/;David Ríos Insua;Profesor de Investigación;;;1992;8;"Attack; Sequential Game; Contest Success Function";0,86;2;"Malware; Attack; Fool";2,85;55665270900;https://www.scopus.com/authid/detail.uri?authorId=55665270900;DVF-1715-2022;https://orcid.org/0000-0002-5748-9658;https://scholar.google.com/citations?hl=en&user=8bOLLGkAAAAJ;;6570;36;103;2205;25;55;1163;1066;17;63;113;10;26,5;3866,5
Comunidad de Madrid;Madrid;ITEFI, CSIC;Grupo de Ciberseguridad y Privacidad - GICP;https://dargcsic.github.io/;David Arroyo Guardeño;Científico titular;;;2007;6;"Bitcoin; Ethereum; Internet Of Things";2,57;2;"Intrusion Detection System; Network Security; Denial-Of-Service Attack        ";2,19;14828747100;https://www.scopus.com/authid/detail.uri?authorId=14828747100;A-5167-2010;https://orcid.org/0000-0001-8894-9779;https://scholar.google.es/citations?hl=es&user=IORMgpcAAAAJ;;1492;20;43;663;12;20;796;632;14;63;65;12;17;1144
Comunidad de Madrid;Madrid;IFS-CCHS, CSIC;Grupo de Ética Aplicada - GEA;http://ifs.csic.es/es/research-group/grupo-etica-aplicada-gea;Sara Degli Esposti;Investigadora científica;;1;2012;1;"Privacy Concerns; Online Shopping; Electronic Commerce";1,34;1;"Community Participation; Risk Perception; Consumer Attitudes";1,22;57222589691#tab=topics;https://www.scopus.com/authid/detail.uri?authorId=57222589691#tab=topics;D-9833-2013;https://orcid.org/0000-0003-0616-8974;https://scholar.google.com/citations?user=5jZzCzgAAAAJ&hl=en&oi=ao;;464;9;8;310;7;6;190;170;6;11;5;38;7,5;327
Comunidad de Madrid;Bellaterra, Barcelona;IMB-CNM, CSIC;Grupo de Dispositivos y Sistemas de Potencia;http://power.imb-cnm.csic.es/;Salvador Hidalgo Villena;Investigador científico;;;1988;25;"Silicon Detectors; Luminosity; Detector";0,66;1;"Hardware Security; Malware; Obfuscation";1,43;7003434873;https://www.scopus.com/authid/detail.uri?authorId=7003434873;B-2649-2012;https://orcid.org/0000-0002-8070-3499;https://scholar.google.es/citations?user=q2mP7gcAAAAJ&hl=es&oi=ao;;2246;22;59;1314;17;31;1413;863;19;141;564;3;20,5;1829,5
Comunidad de Madrid;Sevilla;IMSE-CNM, CSIC;Grupo de Diseño de circuitos integrados digitales y mixtos;https://www.csic.es/es/investigacion/grupos-de-investigacion/diseno-de-circuitos-integrados-digitales-y-mixtos;Piedad Brox Jiménez;Científica titular;;1;2004;8;"Hardware Security; Internet Of Things; RRAM";1,25;2;"Homomorphic Encryption; Computer Security; Lattice Ideal";1,29;9638935700;https://www.scopus.com/authid/detail.uri?authorId=9638935700;K-2193-2013;https://orcid.org/0000-0003-1059-5338;https://scholar.google.es/citations?user=Q38fPzUAAAAJ&hl=es;;602;12;16;173;7;4;303;246;9;65;47;6;10,5;452,5
Comunidad de Madrid;Madrid;ITEFI, CSIC;Grupo de Criptografía y seguridad de la información - GiCSI;https://www.tic.itefi.csic.es/;Verónica Fernández Mármol;Científica titular;;1;2004;3;"Quantum Key Distribution; Quantum Communication; Key Rate";1,05;1;"Bitcoin; Ethereum; Internet Of Things";2,57;56880471300;https://www.scopus.com/authid/detail.uri?authorId=56880471300;AAA-9531-2019;https://orcid.org/0000-0001-9720-3055;https://scholar.google.es/citations?user=8jeZfDUAAAAJ&hl=en;;1346;13;17;514;11;13;868;761;10;37;45;19;11,5;1107
Comunidad de Madrid;Madrid;ITEFI, CSIC;Grupo de Criptografía y seguridad de la información - GiCSI;https://www.tic.itefi.csic.es/;Luis Hernández Encinas;Profesor de Investigación;;;1989;3;"Computer Security; Center Manifold Theorem; Worms";0,88;2;"Masking; Differential Power Analysis; Block Ciphers";1,12;57191693382;https://www.scopus.com/authid/detail.uri?authorId=57191693382;K-4649-2014;https://orcid.org/0000-0001-6980-2683;https://scholar.google.com/citations?hl=en&user=hbHT1OgAAAAJ;;2248;24;53;976;17;30;727;665;15;89;78;9;19,5;1487,5
Comunidad de Madrid;Madrid;ITEFI, CSIC;Grupo de Criptografía y seguridad de la información - GiCSI;https://www.tic.itefi.csic.es/;Agustín Martín Muñoz;Científico titular;;;1991;4;"Scalar Multiplication; Elliptic Curves; Cryptography";0,84;1;"Homomorphic Encryption; Computer Security; Lattice Ideal        ";1,29;56955772600;https://www.scopus.com/authid/detail.uri?authorId=56955772600;C-3885-2014;https://orcid.org/0000-0003-0828-3669;https://scholar.google.com/citations?hl=en&user=NKD1aCoAAAAJ;;507;11;12;156;6;4;249;226;7;44;51;5;9;378
Comunidad de Madrid;Madrid;CSIC;;;Plantilla:;8;Mujeres:;3;0;;"Attack; Sequential Game; Contest Success Function; Privacy Concerns; Online Shopping; Electronic Commerce; Silicon Detectors; Luminosity; Detector; Bitcoin; Ethereum; Internet Of Things; Quantum Key Distribution; Quantum Communication; Key Rate; Hardware Security; Internet Of Things; RRAM; Computer Security; Center Manifold Theorem; Worms; Scalar Multiplication; Elliptic Curves; Cryptography";1,18;;"Malware; Attack; Fool; Community Participation; Risk Perception; Consumer Attitudes; Hardware Security; Malware; Obfuscation; Intrusion Detection System; Network Security; Denial-Of-Service Attack; Bitcoin; Ethereum; Internet Of Things; Homomorphic Encryption; Computer Security; Lattice Ideal; Masking; Differential Power Analysis; Block Ciphers; Homomorphic Encryption; Computer Security; Lattice Ideal";1,75;;;;;;;;;;;;;714;;12;64;;13;15;1324
Comunidad de Madrid;Madrid;Universidad Complutense de Madrid;Grupo de análisis, seguridad y sistemas;https://www.ucm.es/grupos/grupo/381;Luis Javier García Villalba;Profesor contratado doctor;;;1998;9;"Digital Image; Tampering; Discrete Cosine Transforms";1,19;2;"Bitcoin; Ethereum; Internet Of Things";2,57;14039837800;https://www.scopus.com/authid/detail.uri?authorId=14039837800;DVR-5926-2022;https://orcid.org/0000-0001-7573-6272;https://scholar.google.com/citations?hl=en&user=KpFfGNYAAAAJ;;3199;28;90;1986;24;67;1168;1031;17;159;205;6;22,5;2183,5
Comunidad de Madrid;Madrid;Universidad Complutense de Madrid;;;Plantilla:;1;Mujeres:;0;0;;"Digital Image; Tampering; Discrete Cosine Transforms";1,19;;"Bitcoin; Ethereum; Internet Of Things";2,57;;;;;;;;;;;;;1168;;17;159;;6;23;2184
Comunidad de Madrid;Alcalá de Henares, Madrid;Universidad de Alcalá;;https://www.uah.es/es/conoce-la-uah/organizacion-y-gobierno/equipo-de-direccion/Delegado-del-Rector-para-Administracion-Electronica-y-Seguridad/;José Javier Martínez Herráiz;Titular;;;2009;4;"User Authentication; Smartphone; Touch Screens";1,44;1;"Android; Permission; Drebrins";1,46;43761379400;https://www.scopus.com/authid/detail.uri?authorId=43761379400;DVO-0295-2022;https://orcid.org/0000-0002-2351-7163;not found;;not found;not found;not found;not found;not found;not found;1166;1152;8;25;40;29;8;1166
Comunidad de Madrid;Alcalá de Henares, Madrid;Universidad de Alcalá;;;Manuel Sánchez Rubio;Profesor Asociado;;;2011;2;"Phishing; Websites; Cybercrime";1,55;1;"Malware; Obfuscation; Binary Codes";1,51;57221444793;https://www.scopus.com/authid/detail.uri?authorId=57221444793;DNR-8536-2022;https://orcid.org/0000-0003-4158-2230;not found;;not found;not found;not found;not found;not found;not found;34;33;2;10;29;1;2;34
Comunidad de Madrid;Alcalá de Henares, Madrid;Universidad de Alcalá;;;Carlos Cilleruelo Rodríguez;Profesor Asociado;;;;;This author has no topics at the moment. ;;0;NA;0;https://www.scopus.com/results/authorNamesList.uri?st1=Cilleruelo+Rodr%C3%ADguez&st2=Carlos&origin=searchauthorlookup;https://www.scopus.com/results/authorNamesList.uri?st1=Cilleruelo+Rodr%C3%ADguez&st2=Carlos&origin=searchauthorlookup;GBV-1768-2022;https://orcid.org/0000-0001-7107-8655;https://scholar.google.es/citations?user=uWo57D0AAAAJ&hl=es;;17;2;0;17;2;0;1;0;1;0;0;0;1;9
Comunidad de Madrid;Alcalá de Henares, Madrid;Universidad de Alcalá;;;Plantilla:;3;Mujeres:;0;0;;"User Authentication; Smartphone; Touch Screens; Phishing; Websites; Cybercrime";1,495;;"Android; Permission; Drebrins; Malware; Obfuscation; Binary Codes";1,485;;;;;;;;;;;;;400;;4;12;;10;4;403
Comunidad de Madrid;Cantoblanco, Madrid;Universidad Autónoma de Madrid;Biometrics and Data Pattern Analytics Lab - BiDA;http://atvs.ii.uam.es/atvs/;Javier Ortega-Garcia;Catedrático;;;1993;15;"Signature Verification; Neural Networks; Forgery";0,91;3;"User Authentication; Smartphone; Touch Screens";1,44;24492106800;https://www.scopus.com/authid/detail.uri?authorId=24492106800;J-7065-2012;https://orcid.org/0000-0003-0557-1948;https://scholar.google.com/citations?hl=en&user=LwiecBYAAAAJ&view_op=list_works&sortby=pubdate;;14250;62;186;4669;34;106;7355;4749;45;223;272;27;53,5;10802,5
Comunidad de Madrid;Cantoblanco, Madrid;Universidad Autónoma de Madrid;Biometrics and Data Pattern Analytics Lab - BiDA;http://atvs.ii.uam.es/atvs/;Julian Fierrez Aguilar;Titular;;;2002;21;"Signature Verification; Neural Networks; Forgery";0,91;16;"User Authentication; Smartphone; Touch Screens";1,44;55664171900;https://www.scopus.com/authid/detail.uri?authorId=55664171900;A-1884-2008;https://orcid.org/0000-0002-6343-5656;https://scholar.google.com/citations?view_op=list_works&hl=en&hl=en&user=HbG_NOoAAAAJ&sortby=pubdate;;16773;67;249;8374;46;172;8696;5025;49;305;316;28;58;12734,5
